"Crash.Date","Crash.Day.Of.Week","Crash.Time","Driver.DOB","Driver.Sex","County.Name","Municipality.Name","Total.Killed","Total.Injured","Total.Vehicles.Involve","Alcohol.Involved","Alcohol.Test.Given","Alcohol.Test.Results","Cell.Phone.In.Use.Flag","Crash.Location","Cross.Street.Name","Latitude","Longitude","Year","Driver.Age","Crash.Hour","Crash.Weekday","Crash.Weekend"
"10/25/2006","W","08:44","          "," ","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","NJ 27","CHAMBERS STREET",40.34886,-74.66258,2006,NA,8,FALSE,FALSE
"10/25/2006","W","13:44","08/22/1926","M","MERCER","PRINCETON BORO",0,0,3,"N","N",NA,"N","NJ 27","CHAMBERS STREET",40.34886,-74.66258,2006,80,13,FALSE,FALSE
"10/25/2006","W","13:44","05/10/1966","M","MERCER","PRINCETON BORO",0,0,3,"N","N",NA,"N","NJ 27","CHAMBERS STREET",40.34886,-74.66258,2006,40,13,FALSE,FALSE
"10/25/2006","W","13:44","04/04/1963","F","MERCER","PRINCETON BORO",0,0,3,"N","N",NA,"N","NJ 27","CHAMBERS STREET",40.34886,-74.66258,2006,43,13,FALSE,FALSE
"10/25/2006","W","13:54","05/09/1982","M","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","US 206","LIBRARY PLACE",40.3478,-74.66507,2006,24,13,FALSE,FALSE
"10/25/2006","W","13:54","05/08/1963","F","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","US 206","LIBRARY PLACE",40.3478,-74.66507,2006,43,13,FALSE,FALSE
"10/26/2006","TH","19:29","02/13/1956","F","MERCER","PRINCETON BORO",0,1,1,"N","N",NA,"N","NJ 27","CHARLTON STREET",40.35131,-74.65422,2006,50,19,TRUE,FALSE
"10/28/2006","SA","13:56","01/10/1972","F","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","NJ 27","RT 206",40.34827,-74.66452,2006,34,13,FALSE,TRUE
"10/28/2006","SA","13:56","07/07/1967","F","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","NJ 27","RT 206",40.34827,-74.66452,2006,39,13,FALSE,TRUE
"10/29/2006","S","18:22","          "," ","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","UNIVERSITY PLACE","COLLEGE ROAD",40.34401,-74.65996,2006,NA,18,FALSE,FALSE
"10/29/2006","S","18:22","10/22/1987","F","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","UNIVERSITY PLACE","COLLEGE ROAD",40.34401,-74.65996,2006,19,18,FALSE,FALSE
"10/31/2006","TU","07:03","03/29/1965","M","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","ROUTE 583","RT 27",40.34854,-74.66368,2006,41,7,TRUE,FALSE
"10/31/2006","TU","07:03","02/05/1974","F","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","ROUTE 583","RT 27",40.34854,-74.66368,2006,32,7,TRUE,FALSE
"11/08/2006","W","12:31","11/24/1967","F","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","NJ 27","CHESTNUT STREET",40.35196,-74.65209,2006,38,12,FALSE,FALSE
"11/08/2006","W","12:31","          "," ","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","NJ 27","CHESTNUT STREET",40.35196,-74.65209,2006,NA,12,FALSE,FALSE
"11/09/2006","TH","16:16","11/15/1974","M","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","NJ 27","CHAMBERS STREET",40.35191,-74.65227,2006,32,16,TRUE,FALSE
"11/09/2006","TH","16:16","08/28/1973","F","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","NJ 27","CHAMBERS STREET",40.35191,-74.65227,2006,33,16,TRUE,FALSE
"11/13/2006","M","11:38","04/18/1957","M","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","UNIVERSITY PLACE","COLLEGE ROAD",40.34499,-74.66039,2006,49,11,FALSE,FALSE
"11/13/2006","M","11:38","          "," ","MERCER","PRINCETON BORO",0,0,2,"N"," ",NA,"N","UNIVERSITY PLACE","COLLEGE ROAD",40.34499,-74.66039,2006,NA,11,FALSE,FALSE
"11/21/2006","TU","09:28","08/01/1927","F","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","NJ 27","RIVERSIDE DRIVE",40.35633,-74.63988,2006,79,9,TRUE,FALSE
"11/21/2006","TU","09:28","06/04/1968","M","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","NJ 27","RIVERSIDE DRIVE",40.35633,-74.63988,2006,38,9,TRUE,FALSE
"02/07/2006","TU","09:06","04/17/1958","M","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","US 206","CLEVELAND LANE",40.35465,-74.66897,2006,47,9,TRUE,FALSE
"02/07/2006","TU","09:06","12/31/1959","M","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","US 206","CLEVELAND LANE",40.35465,-74.66897,2006,46,9,TRUE,FALSE
"02/07/2006","TU","18:16","02/11/1947","M","MERCER","PRINCETON BORO",0,1,1,"N","N",NA,"N","US 206","RT 27",40.35043,-74.66592,2006,59,18,TRUE,FALSE
"11/27/2006","M","21:22","06/22/1958","F","MERCER","PRINCETON BORO",0,1,2,"N","N",NA,"N","US 206","CR 604",40.34463,-74.67027,2006,48,21,FALSE,FALSE
"11/27/2006","M","21:22","05/09/1988","F","MERCER","PRINCETON BORO",0,1,2,"N","N",NA,"N","US 206","CR 604",40.34463,-74.67027,2006,18,21,FALSE,FALSE
"12/08/2006","F","19:31","07/26/1953","F","MERCER","PRINCETON BORO",0,1,1,"N","N",NA,"N","ROUTE 571","IVY LANE",40.34508,-74.65295,2006,53,19,FALSE,FALSE
"12/09/2006","SA","13:55","04/26/1929","F","MERCER","PRINCETON BORO",0,1,3,"N","N",NA,"N","NJ 27","CHAMBERS STREET",40.34886,-74.66258,2006,77,13,FALSE,TRUE
"12/09/2006","SA","13:55","03/11/1957","M","MERCER","PRINCETON BORO",0,1,3,"N","N",NA,"N","NJ 27","CHAMBERS STREET",40.34886,-74.66258,2006,49,13,FALSE,TRUE
"12/09/2006","SA","13:55","12/28/1970","M","MERCER","PRINCETON BORO",0,1,3,"N","N",NA,"N","NJ 27","CHAMBERS STREET",40.34886,-74.66258,2006,35,13,FALSE,TRUE
"12/12/2006","TU","14:07","10/21/1965","F","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","UNIVERSITY PLACE","ALEXANDER STREET",40.34295,-74.66087,2006,41,14,TRUE,FALSE
"12/12/2006","TU","14:07","12/16/1963","M","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","UNIVERSITY PLACE","ALEXANDER STREET",40.34295,-74.66087,2006,43,14,TRUE,FALSE
"12/12/2006","TU","13:30","01/02/1927","M","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","NJ 27","BANK STREET",40.3485,-74.66382,2006,79,13,TRUE,FALSE
"12/12/2006","TU","13:30","          "," ","MERCER","PRINCETON BORO",0,0,2,"N"," ",NA,"N","NJ 27","BANK STREET",40.3485,-74.66382,2006,NA,13,TRUE,FALSE
"12/20/2006","W","09:39","05/23/1949","F","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","US 206","LIBRARY PLACE",40.3478,-74.66507,2006,57,9,FALSE,FALSE
"12/20/2006","W","09:39","04/02/1961","M","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","US 206","LIBRARY PLACE",40.3478,-74.66507,2006,45,9,FALSE,FALSE
"12/22/2006","F","01:06","          "," ","MERCER","PRINCETON BORO",0,0,2,"N"," ",NA,"N","NJ 27","PINE STREET",40.35223,-74.65121,2006,NA,1,FALSE,FALSE
"12/22/2006","F","01:06","          "," ","MERCER","PRINCETON BORO",0,0,2,"N"," ",NA,"N","NJ 27","PINE STREET",40.35223,-74.65121,2006,NA,1,FALSE,FALSE
"12/23/2006","SA","17:21","07/07/1950","M","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","NJ 27","UNIVERSITY PLACE",40.34866,-74.66328,2006,56,17,FALSE,TRUE
"12/23/2006","SA","17:21","09/10/1958","F","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","NJ 27","UNIVERSITY PLACE",40.34866,-74.66328,2006,48,17,FALSE,TRUE
"12/29/2006","F","15:25","09/25/1969","F","MERCER","PRINCETON BORO",0,2,2,"Y","N",NA,"N","MERCER COUNTY 604","ARMOUR RD.",40.344,-74.67297,2006,37,15,FALSE,FALSE
"12/29/2006","F","15:25","07/12/1979","M","MERCER","PRINCETON BORO",0,2,2,"Y","Y","0.23","N","MERCER COUNTY 604","ARMOUR RD.",40.344,-74.67297,2006,27,15,FALSE,FALSE
"12/30/2006","SA","16:55","10/17/1949","M","MERCER","PRINCETON BORO",0,0,1,"N","N",NA,"N","S HARRISON ST","PELHAM STREET",40.35275,-74.64458,2006,57,16,FALSE,TRUE
"12/31/2006","S","10:05","09/12/1970","M","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","S HARRISON ST","FRANKLIN AVENUE",40.35928,-74.64966,2006,36,10,FALSE,FALSE
"12/31/2006","S","10:05","12/28/1942","M","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","S HARRISON ST","FRANKLIN AVENUE",40.35928,-74.64966,2006,64,10,FALSE,FALSE
"02/14/2006","TU","10:14","09/17/1941","M","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","WITHERSPOON ST","LYTLE STREET",40.35517,-74.66212,2006,64,10,TRUE,FALSE
"02/14/2006","TU","10:14","          "," ","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","WITHERSPOON ST","LYTLE STREET",40.35517,-74.66212,2006,NA,10,TRUE,FALSE
"02/15/2006","W","07:40","05/16/1974","M","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","MERCER COUNTY 604","CR 604",40.34791,-74.67593,2006,31,7,FALSE,FALSE
"02/15/2006","W","07:40","03/03/1979","M","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","MERCER COUNTY 604","CR 604",40.34791,-74.67593,2006,26,7,FALSE,FALSE
"02/23/2006","TH","06:15","04/10/1961","M","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","ROUTE 571","RT 27",40.35026,-74.65699,2006,44,6,TRUE,FALSE
"02/23/2006","TH","06:15","06/24/1934","F","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","ROUTE 571","RT 27",40.35026,-74.65699,2006,71,6,TRUE,FALSE
"02/24/2006","F","12:23","          ","F","MERCER","PRINCETON BORO",0,0,1,"N","N",NA,"N","NJ 27","HARRIET DRIVE",40.35581,-74.64102,2006,NA,12,FALSE,FALSE
"03/01/2006","W","21:09","12/28/1955","M","MERCER","PRINCETON BORO",0,0,1,"N","N",NA,"N","UNIVERSITY PLACE","ALEXANDER STREET",40.34295,-74.66087,2006,50,21,FALSE,FALSE
"03/02/2006","TH","09:29","11/02/1966","M","MERCER","PRINCETON BORO",0,1,2,"N","N",NA,"N","NJ 27","TULANE STREET",40.34996,-74.65863,2006,39,9,TRUE,FALSE
"03/02/2006","TH","09:29","01/02/1982","M","MERCER","PRINCETON BORO",0,1,2,"N","N",NA,"N","NJ 27","TULANE STREET",40.34996,-74.65863,2006,24,9,TRUE,FALSE
"03/02/2006","TH","16:08","11/18/1951","F","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","HODGE RD","LIBRARY PLACE",40.34989,-74.67083,2006,54,16,TRUE,FALSE
"03/02/2006","TH","16:08","12/08/1988","M","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","HODGE RD","LIBRARY PLACE",40.34989,-74.67083,2006,17,16,TRUE,FALSE
"03/04/2006","SA","23:27","          "," ","MERCER","PRINCETON BORO",0,0,2,"N"," ",NA,"N","UNIVERSITY PLACE","ALEXANDER STREET",40.34302,-74.6607,2006,NA,23,FALSE,TRUE
"03/04/2006","SA","23:27","          ","M","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","UNIVERSITY PLACE","ALEXANDER STREET",40.34302,-74.6607,2006,NA,23,FALSE,TRUE
"03/05/2006","S","14:34","05/03/1968","M","MERCER","PRINCETON BORO",0,0,3,"N","N",NA,"N","US 206","PAUL ROBERSON PLACE",40.35378,-74.66829,2006,37,14,FALSE,FALSE
"03/05/2006","S","14:34","04/08/1986","M","MERCER","PRINCETON BORO",0,0,3,"N","N",NA,"N","US 206","PAUL ROBERSON PLACE",40.35378,-74.66829,2006,19,14,FALSE,FALSE
"03/05/2006","S","14:34","09/09/1988","F","MERCER","PRINCETON BORO",0,0,3,"N","N",NA,"N","US 206","PAUL ROBERSON PLACE",40.35378,-74.66829,2006,17,14,FALSE,FALSE
"03/07/2006","TU","17:29","04/27/1964","M","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","UNIVERSITY PLACE","ALEXANDER STREET",40.34302,-74.6607,2006,41,17,TRUE,FALSE
"03/07/2006","TU","17:29","04/28/1955","F","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","UNIVERSITY PLACE","ALEXANDER STREET",40.34302,-74.6607,2006,50,17,TRUE,FALSE
"03/08/2006","W","16:43","01/11/1951","F","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","WITHERSPOON ST","PAUL ROBESON PLACE",40.35172,-74.66065,2006,55,16,FALSE,FALSE
"03/08/2006","W","16:43","          "," ","MERCER","PRINCETON BORO",0,0,2,"N"," ",NA,"N","WITHERSPOON ST","PAUL ROBESON PLACE",40.35172,-74.66065,2006,NA,16,FALSE,FALSE
"03/08/2006","W","19:47","09/27/1988","F","MERCER","PRINCETON BORO",0,2,2,"N","N",NA,"N","US 206","PAUL ROBESON PLACE",40.35327,-74.6679,2006,17,19,FALSE,FALSE
"03/08/2006","W","19:47","06/30/1942","F","MERCER","PRINCETON BORO",0,2,2,"N","N",NA,"N","US 206","PAUL ROBESON PLACE",40.35327,-74.6679,2006,63,19,FALSE,FALSE
"03/09/2006","TH","06:21","12/21/1984","M","MERCER","PRINCETON BORO",0,0,1,"N","N",NA,"N","US 206","NORTH STANWORTH DRIVE",40.35516,-74.66936,2006,21,6,TRUE,FALSE
"03/10/2006","F","23:34","04/10/1987","M","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","ROUTE 571","WILLIAM STREET",40.34927,-74.65618,2006,18,23,FALSE,FALSE
"03/10/2006","F","23:34","11/27/1967","F","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","ROUTE 571","WILLIAM STREET",40.34927,-74.65618,2006,38,23,FALSE,FALSE
"03/12/2006","S","22:23","11/24/1979","M","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","UNIVERSITY PLACE","ALEXANDER STREET",40.34295,-74.66087,2006,26,22,FALSE,FALSE
"03/12/2006","S","22:23","01/15/1979","M","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","UNIVERSITY PLACE","ALEXANDER STREET",40.34295,-74.66087,2006,27,22,FALSE,FALSE
"03/13/2006","M","09:36","10/02/1947","M","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","NJ 27","PALMER SQUARE EAST",40.34932,-74.66097,2006,58,9,FALSE,FALSE
"03/13/2006","M","09:36","07/16/1962","F","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","NJ 27","PALMER SQUARE EAST",40.34932,-74.66097,2006,43,9,FALSE,FALSE
"03/20/2006","M","22:12","09/07/1988","F","MERCER","PRINCETON BORO",0,0,1,"N","N",NA,"N","UNIVERSITY PLACE","ALEXANDER STREET",40.34302,-74.6607,2006,17,22,FALSE,FALSE
"03/29/2006","W","08:55","09/13/1974","M","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","ROUTE 571","WILLIAM STREET",40.34927,-74.65618,2006,31,8,FALSE,FALSE
"03/29/2006","W","08:55","12/30/1979","M","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","ROUTE 571","WILLIAM STREET",40.34927,-74.65618,2006,26,8,FALSE,FALSE
"03/30/2006","TH","14:08","04/28/1936","M","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","NJ 27","HARRISON STREET",40.35404,-74.64518,2006,69,14,TRUE,FALSE
"03/30/2006","TH","14:08","02/16/1971","M","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","NJ 27","HARRISON STREET",40.35404,-74.64518,2006,35,14,TRUE,FALSE
"03/30/2006","TH","14:35","04/30/1964","F","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","US 206","PAUL ROBESON PLACE",40.35327,-74.6679,2006,41,14,TRUE,FALSE
"03/30/2006","TH","14:35","02/16/1962","M","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","US 206","PAUL ROBESON PLACE",40.35327,-74.6679,2006,44,14,TRUE,FALSE
"01/11/2006","W","11:46","08/29/1963","M","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","NJ 27","CHAMBERS STREET",40.34886,-74.66258,2006,42,11,FALSE,FALSE
"01/11/2006","W","11:46","01/22/1987","M","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","NJ 27","CHAMBERS STREET",40.34886,-74.66258,2006,18,11,FALSE,FALSE
"03/31/2006","F","15:13","02/08/1959","F","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","NJ 27","CHAMBERS STREET",40.34886,-74.66258,2006,47,15,FALSE,FALSE
"03/31/2006","F","15:13","12/22/1957","F","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","NJ 27","CHAMBERS STREET",40.34886,-74.66258,2006,48,15,FALSE,FALSE
"04/01/2006","SA","12:59","          ","F","MERCER","PRINCETON BORO",0,1,2,"N","N",NA,"N","MERCER COUNTY 604","RT 206",40.34286,-74.67212,2006,NA,12,FALSE,TRUE
"04/01/2006","SA","12:59","03/23/1956","M","MERCER","PRINCETON BORO",0,1,2,"N","N",NA,"N","MERCER COUNTY 604","RT 206",40.34286,-74.67212,2006,50,12,FALSE,TRUE
"04/02/2006","S","12:16","01/02/1927","M","MERCER","PRINCETON BORO",0,1,2,"N","N",NA,"N","UNIVERSITY PLACE","EDWARDS PLACE",40.3473,-74.66207,2006,79,12,FALSE,FALSE
"04/02/2006","S","12:16","03/27/1953","M","MERCER","PRINCETON BORO",0,1,2,"N","N",NA,"N","UNIVERSITY PLACE","EDWARDS PLACE",40.3473,-74.66207,2006,53,12,FALSE,FALSE
"04/03/2006","M","09:52","10/04/1967","F","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","MERCER COUNTY 604","ELM ROAD",40.34842,-74.67632,2006,38,9,FALSE,FALSE
"04/03/2006","M","09:52","10/03/1980","F","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","MERCER COUNTY 604","ELM ROAD",40.34842,-74.67632,2006,25,9,FALSE,FALSE
"04/04/2006","TU","15:37","10/08/1938","F","MERCER","PRINCETON BORO",0,1,2,"N","N",NA,"N","FRANKLIN ST","NORTH HARRISON STREET",40.35662,-74.65972,2006,67,15,TRUE,FALSE
"04/04/2006","TU","15:37","10/27/1918","F","MERCER","PRINCETON BORO",0,1,2,"N","N",NA,"N","FRANKLIN ST","NORTH HARRISON STREET",40.35662,-74.65972,2006,87,15,TRUE,FALSE
"04/07/2006","F","15:05","11/23/1987","M","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","US 206","HIBBEN ROAD",40.3463,-74.66767,2006,18,15,FALSE,FALSE
"04/07/2006","F","15:05","09/06/1945","F","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","US 206","HIBBEN ROAD",40.3463,-74.66767,2006,60,15,FALSE,FALSE
"04/17/2006","M","08:55","06/17/1959","F","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","NJ 27","PALMER SQUARE EAST",40.34932,-74.66097,2006,46,8,FALSE,FALSE
"04/17/2006","M","08:55","02/26/1949","M","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","NJ 27","PALMER SQUARE EAST",40.34932,-74.66097,2006,57,8,FALSE,FALSE
"01/13/2006","F","12:40","08/15/1919","M","MERCER","PRINCETON BORO",0,0,3,"N","N",NA,"N","US 206","MONUMENT DRIVE",40.35043,-74.66592,2006,86,12,FALSE,FALSE
"01/13/2006","F","12:40","12/19/1955","M","MERCER","PRINCETON BORO",0,0,3,"N","N",NA,"N","US 206","MONUMENT DRIVE",40.35043,-74.66592,2006,50,12,FALSE,FALSE
"01/13/2006","F","12:40","          "," ","MERCER","PRINCETON BORO",0,0,3,"N"," ",NA,"N","US 206","MONUMENT DRIVE",40.35043,-74.66592,2006,NA,12,FALSE,FALSE
"01/14/2006","SA","16:13","01/17/1976","F","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","ROUTE 571","PROSPECT AVENUE",40.34737,-74.6547,2006,30,16,FALSE,TRUE
"01/14/2006","SA","16:13","04/08/1956","F","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","ROUTE 571","PROSPECT AVENUE",40.34737,-74.6547,2006,49,16,FALSE,TRUE
"05/01/2006","M","19:17","06/02/1949","M","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","NJ 27","PALMER SQUARE EAST",40.34932,-74.66097,2006,56,19,FALSE,FALSE
"05/01/2006","M","19:17","08/28/1988","F","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","NJ 27","PALMER SQUARE EAST",40.34932,-74.66097,2006,17,19,FALSE,FALSE
"01/16/2006","M","08:11","04/28/1953","M","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","NJ 27","MERCER STREET",40.3485,-74.66382,2006,52,8,FALSE,FALSE
"01/16/2006","M","08:11","          ","M","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","NJ 27","MERCER STREET",40.3485,-74.66382,2006,NA,8,FALSE,FALSE
"05/08/2006","M","10:04","03/01/1940","M","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","NJ 27","HARRISON STREET",40.35399,-74.64536,2006,66,10,FALSE,FALSE
"05/08/2006","M","10:04","05/01/1965","M","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","NJ 27","HARRISON STREET",40.35399,-74.64536,2006,41,10,FALSE,FALSE
"05/11/2006","TH","00:06","07/13/1986","F","MERCER","PRINCETON BORO",0,1,2,"Y","N",NA,"N","NJ 27","CR 571",40.3503,-74.65738,2006,19,0,TRUE,FALSE
"05/11/2006","TH","00:06","11/11/1978","M","MERCER","PRINCETON BORO",0,1,2,"Y","R",NA,"N","NJ 27","CR 571",40.3503,-74.65738,2006,27,0,TRUE,FALSE
"05/14/2006","S","13:59","02/26/1989","F","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","ROUTE 571","PROSPECT AVENUE",40.34775,-74.655,2006,17,13,FALSE,FALSE
"05/14/2006","S","13:59","10/06/1987","M","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","ROUTE 571","PROSPECT AVENUE",40.34775,-74.655,2006,18,13,FALSE,FALSE
"05/16/2006","TU","19:47","08/16/1957","M","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","ALEXANDER RD","COLLEGE ROAD",40.34437,-74.66196,2006,48,19,TRUE,FALSE
"05/16/2006","TU","19:47","03/11/1987","F","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","ALEXANDER RD","COLLEGE ROAD",40.34437,-74.66196,2006,19,19,TRUE,FALSE
"05/21/2006","S","11:52","04/11/1934","M","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","ROUTE 583","ALEXANDER ROAD",40.34655,-74.66468,2006,72,11,FALSE,FALSE
"05/21/2006","S","11:52","05/22/1957","M","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","ROUTE 583","ALEXANDER ROAD",40.34655,-74.66468,2006,49,11,FALSE,FALSE
"05/22/2006","M","14:13","03/01/1985","M","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","US 206","PAUL ROBESON PLACE",40.35314,-74.6678,2006,21,14,FALSE,FALSE
"05/22/2006","M","14:13","10/11/1977","M","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","US 206","PAUL ROBESON PLACE",40.35314,-74.6678,2006,28,14,FALSE,FALSE
"05/22/2006","M","16:32","03/22/1989","M","MERCER","PRINCETON BORO",0,3,3,"N","N",NA,"N","PROSPECT AVE","BROADMEAD ROAD",40.35023,-74.64611,2006,17,16,FALSE,FALSE
"05/22/2006","M","16:32","01/12/1981","M","MERCER","PRINCETON BORO",0,3,3,"N","N",NA,"N","PROSPECT AVE","BROADMEAD ROAD",40.35023,-74.64611,2006,25,16,FALSE,FALSE
"05/22/2006","M","16:32","01/20/1954","M","MERCER","PRINCETON BORO",0,3,3,"N","N",NA,"N","PROSPECT AVE","BROADMEAD ROAD",40.35023,-74.64611,2006,52,16,FALSE,FALSE
"05/29/2006","M","16:12","02/03/1964","M","MERCER","PRINCETON BORO",0,0,1,"N","N",NA,"N","US 206","CLEVELAND LANE",40.35453,-74.66888,2006,42,16,FALSE,FALSE
"05/30/2006","TU","13:05","02/09/1986","F","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","NJ 27","SOUTH TULANE STREET",40.34996,-74.65863,2006,20,13,TRUE,FALSE
"05/30/2006","TU","13:05","01/26/1961","F","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","NJ 27","SOUTH TULANE STREET",40.34996,-74.65863,2006,45,13,TRUE,FALSE
"06/01/2006","TH","10:31","01/30/1986","M","MERCER","PRINCETON BORO",0,0,4,"N","N",NA,"N","NJ 27","RIVERSIDE DRIVE",40.35611,-74.64037,2006,20,10,TRUE,FALSE
"06/01/2006","TH","10:31","          "," ","MERCER","PRINCETON BORO",0,0,4,"N","N",NA,"N","NJ 27","RIVERSIDE DRIVE",40.35611,-74.64037,2006,NA,10,TRUE,FALSE
"06/01/2006","TH","10:31","          "," ","MERCER","PRINCETON BORO",0,0,4,"N","N",NA,"N","NJ 27","RIVERSIDE DRIVE",40.35611,-74.64037,2006,NA,10,TRUE,FALSE
"06/01/2006","TH","10:31","          "," ","MERCER","PRINCETON BORO",0,0,4,"N","N",NA,"N","NJ 27","RIVERSIDE DRIVE",40.35611,-74.64037,2006,NA,10,TRUE,FALSE
"06/02/2006","F","12:03","07/24/1983","M","MERCER","PRINCETON BORO",0,0,3,"N","N",NA,"N","NJ 27","VANDEVENTER AVENUE",40.3503,-74.65738,2006,22,12,FALSE,FALSE
"06/02/2006","F","12:03","          "," ","MERCER","PRINCETON BORO",0,0,3,"N","N",NA,"N","NJ 27","VANDEVENTER AVENUE",40.3503,-74.65738,2006,NA,12,FALSE,FALSE
"06/02/2006","F","12:03","07/26/1957","F","MERCER","PRINCETON BORO",0,0,3,"N","N",NA,"N","NJ 27","VANDEVENTER AVENUE",40.3503,-74.65738,2006,48,12,FALSE,FALSE
"06/02/2006","F","16:19","08/12/1988","F","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","MOORE ST","PARK PLACE",40.3521,-74.65483,2006,17,16,FALSE,FALSE
"06/02/2006","F","16:19","05/03/1983","F","MERCER","PRINCETON BORO",0,0,2,"N","N",NA,"N","MOORE ST","PARK PLACE",40.3521,-74.65483,2006,23,16,FALSE,FALSE
"06/03/2006","SA","09:56","06/20/1985","M","MERCER","PRINCETON BORO",0,1,2,"N","N",NA,"N","US 206","LIBRARY PLACE",40.3477,-74.66522,2006,20,9,FALSE,TRUE
"06/03/2006","SA","09:56","05/12/1943","M","MERCER","PRINCETON BORO",0,1,2,"N","N",NA,"N","US 206","LIBRARY PLACE",40.3477,-74.66522,2006,63,9,FALSE,TRUE
